index,movie_title,movie_year,movie_rating,movie_votes_count,title_word_count,link_url
115,Once Upon a Time in America,1984,8.3,334016,6,https://www.imdb.com/title/tt0087843/
116,Amadeus,1984,8.3,385930,1,https://www.imdb.com/title/tt0086879/
117,Scarface,1983,8.3,788638,1,https://www.imdb.com/title/tt0086250/
118,Star Wars: Episode VI - Return of the Jedi,1983,8.3,997014,9,https://www.imdb.com/title/tt0086190/
119,Das Boot,1981,8.3,242743,2,https://www.imdb.com/title/tt0082096/
120,Dersu Uzala,1975,8.3,26284,2,https://www.imdb.com/title/tt0071411/
121,The Sting,1973,8.3,252752,2,https://www.imdb.com/title/tt0070735/
122,A Clockwork Orange,1971,8.3,793849,3,https://www.imdb.com/title/tt0066921/
123,2001: A Space Odyssey,1968,8.3,637296,4,https://www.imdb.com/title/tt0062622/
124,Lawrence of Arabia,1962,8.3,282321,3,https://www.imdb.com/title/tt0056172/
125,The Apartment,1960,8.3,174080,2,https://www.imdb.com/title/tt0053604/
126,North by Northwest,1959,8.3,315399,3,https://www.imdb.com/title/tt0053125/
127,Vertigo,1958,8.3,386545,1,https://www.imdb.com/title/tt0052357/
128,Singin' in the Rain,1952,8.3,231255,4,https://www.imdb.com/title/tt0045152/
129,Ikiru,1952,8.3,74759,1,https://www.imdb.com/title/tt0044741/
130,Bicycle Thieves,1948,8.3,157425,2,https://www.imdb.com/title/tt0040522/
131,Double Indemnity,1944,8.3,151444,2,https://www.imdb.com/title/tt0036775/
132,Citizen Kane,1941,8.3,426487,2,https://www.imdb.com/title/tt0033467/
133,M,1931,8.3,152251,1,https://www.imdb.com/title/tt0022100/
134,Metropolis,1927,8.3,168455,1,https://www.imdb.com/title/tt0017136/
135,The Kid,1921,8.3,121523,2,https://www.imdb.com/title/tt0012349/
136,Andhadhun,2018,8.2,85236,1,https://www.imdb.com/title/tt8108198/
137,Green Book,2018,8.2,438237,2,https://www.imdb.com/title/tt6966692/
138,A Silent Voice: The Movie,2016,8.2,67321,5,https://www.imdb.com/title/tt5323662/
139,Talvar,2015,8.2,33796,1,https://www.imdb.com/title/tt4934950/
140,Baahubali 2: The Conclusion,2017,8.2,82546,4,https://www.imdb.com/title/tt4849438/
141,Klaus,2019,8.2,126944,1,https://www.imdb.com/title/tt4729430/
142,Masaan,2015,8.2,26543,1,https://www.imdb.com/title/tt4635372/
143,Drishyam,2015,8.2,77697,1,https://www.imdb.com/title/tt4430212/
144,Queen,2013,8.2,64141,1,https://www.imdb.com/title/tt3322420/
145,Tangerines,2013,8.2,44766,1,https://www.imdb.com/title/tt2991224/
146,Bhaag Milkha Bhaag,2013,8.2,65435,3,https://www.imdb.com/title/tt2356180/
147,Gangs of Wasseypur,2012,8.2,91190,3,https://www.imdb.com/title/tt1954470/
148,Udaan,2010,8.2,44195,1,https://www.imdb.com/title/tt1639426/
149,Paan Singh Tomar,2012,8.2,35238,3,https://www.imdb.com/title/tt1620933/
150,Zindagi Na Milegi Dobara,2011,8.2,73840,4,https://www.imdb.com/title/tt1562872/
151,The Secret in Their Eyes,2009,8.2,202825,5,https://www.imdb.com/title/tt1305806/
152,Dune,2021,8.2,390289,1,https://www.imdb.com/title/tt1160419/
153,Shutter Island,2010,8.2,1216394,2,https://www.imdb.com/title/tt1130884/
154,Demon Slayer: Mugen Train,2020,8.2,41055,4,https://www.imdb.com/title/tt11032374/
155,Up,2009,8.2,987136,1,https://www.imdb.com/title/tt1049413/
156,Miracle in Cell No. 7,2019,8.2,43885,5,https://www.imdb.com/title/tt10431500/
157,Article 15,2019,8.2,28620,2,https://www.imdb.com/title/tt10324144/
158,The Wolf of Wall Street,2013,8.2,1289862,5,https://www.imdb.com/title/tt0993846/
159,Chak De! India,2007,8.2,77987,3,https://www.imdb.com/title/tt0871510/
160,My Father and My Son,2005,8.2,83921,5,https://www.imdb.com/title/tt0476735/
161,There Will Be Blood,2007,8.2,552672,4,https://www.imdb.com/title/tt0469494/
162,Pan's Labyrinth,2006,8.2,644441,2,https://www.imdb.com/title/tt0457430/
163,Toy Story 3,2010,8.2,794476,3,https://www.imdb.com/title/tt0435761/
164,Black,2005,8.2,34378,1,https://www.imdb.com/title/tt0375611/
165,Batman Begins,2005,8.2,1375940,2,https://www.imdb.com/title/tt0372784/
166,Swades,2004,8.2,87738,1,https://www.imdb.com/title/tt0367110/
167,Downfall,2004,8.2,344413,1,https://www.imdb.com/title/tt0363163/
168,Howl's Moving Castle,2004,8.2,364505,3,https://www.imdb.com/title/tt0347149/
169,A Beautiful Mind,2001,8.2,890572,3,https://www.imdb.com/title/tt0268978/
170,Hera Pheri,2000,8.2,63106,2,https://www.imdb.com/title/tt0242519/
171,Snatch,2000,8.2,820066,1,https://www.imdb.com/title/tt0208092/
172,"Lock, Stock and Two Smoking Barrels",1998,8.2,560571,6,https://www.imdb.com/title/tt0120735/
173,L.A. Confidential,1997,8.2,558701,2,https://www.imdb.com/title/tt0119488/
174,The Bandit,1996,8.2,68391,2,https://www.imdb.com/title/tt0116231/
175,Heat,1995,8.2,616932,1,https://www.imdb.com/title/tt0113277/
176,Casino,1995,8.2,493831,1,https://www.imdb.com/title/tt0112641/
177,Unforgiven,1992,8.2,396028,1,https://www.imdb.com/title/tt0105695/
178,Indiana Jones and the Last Crusade,1989,8.2,724083,6,https://www.imdb.com/title/tt0097576/
179,My Neighbor Totoro,1988,8.2,316219,3,https://www.imdb.com/title/tt0096283/
180,Die Hard,1988,8.2,831664,2,https://www.imdb.com/title/tt0095016/
181,Ran,1985,8.2,120767,1,https://www.imdb.com/title/tt0089881/
182,Raging Bull,1980,8.2,338993,2,https://www.imdb.com/title/tt0081398/
183,Autumn Sonata,1978,8.2,32273,2,https://www.imdb.com/title/tt0077711/
184,Taxi Driver,1976,8.2,771871,2,https://www.imdb.com/title/tt0075314/
185,The Message,1976,8.2,46107,2,https://www.imdb.com/title/tt0074896/
186,Sholay,1975,8.2,54126,1,https://www.imdb.com/title/tt0073707/
187,Monty Python and the Holy Grail,1975,8.2,522307,6,https://www.imdb.com/title/tt0071853/
188,Chinatown,1974,8.2,312839,1,https://www.imdb.com/title/tt0071315/
189,Anand,1971,8.2,33056,1,https://www.imdb.com/title/tt0066763/
190,Z,1969,8.2,26668,1,https://www.imdb.com/title/tt0065234/
191,For a Few Dollars More,1965,8.2,246186,5,https://www.imdb.com/title/tt0059578/
192,The Great Escape,1963,8.2,235909,3,https://www.imdb.com/title/tt0057115/
193,To Kill a Mockingbird,1962,8.2,306652,4,https://www.imdb.com/title/tt0056592/
194,Yojimbo,1961,8.2,118493,1,https://www.imdb.com/title/tt0055630/
195,Judgment at Nuremberg,1961,8.2,74498,3,https://www.imdb.com/title/tt0055031/
196,Some Like It Hot,1959,8.2,256731,4,https://www.imdb.com/title/tt0053291/
197,Wild Strawberries,1957,8.2,103388,2,https://www.imdb.com/title/tt0050986/
198,The Seventh Seal,1957,8.2,177651,3,https://www.imdb.com/title/tt0050976/
199,Dial M for Murder,1954,8.2,168681,4,https://www.imdb.com/title/tt0046912/
200,Tokyo Story,1953,8.2,58607,2,https://www.imdb.com/title/tt0046438/
201,Rashomon,1950,8.2,161912,1,https://www.imdb.com/title/tt0042876/
202,All About Eve,1950,8.2,127178,3,https://www.imdb.com/title/tt0042192/
203,The Treasure of the Sierra Madre,1948,8.2,120896,6,https://www.imdb.com/title/tt0040897/
204,To Be or Not to Be,1942,8.2,34562,6,https://www.imdb.com/title/tt0035446/
205,The Gold Rush,1925,8.2,107523,3,https://www.imdb.com/title/tt0015864/
206,Sherlock Jr.,1924,8.2,46793,2,https://www.imdb.com/title/tt0015324/
207,Portrait of a Lady on Fire,2019,8.1,80587,6,https://www.imdb.com/title/tt8613070/
208,Pink,2016,8.1,43079,1,https://www.imdb.com/title/tt5571734/
209,"Three Billboards Outside Ebbing, Missouri",2017,8.1,474045,5,https://www.imdb.com/title/tt5027774/
210,The Invisible Guest,2016,8.1,164023,3,https://www.imdb.com/title/tt4857264/
211,The Handmaiden,2016,8.1,131621,2,https://www.imdb.com/title/tt4016934/
212,Mommy,2014,8.1,54644,1,https://www.imdb.com/title/tt3612616/
213,Haider,2014,8.1,52650,1,https://www.imdb.com/title/tt3390572/
214,Logan,2017,8.1,701009,1,https://www.imdb.com/title/tt3315342/
215,Room,2015,8.1,397708,1,https://www.imdb.com/title/tt3170832/
216,Wild Tales,2014,8.1,189149,2,https://www.imdb.com/title/tt3011894/
217,Soul,2020,8.1,288501,1,https://www.imdb.com/title/tt2948372/
218,Winter Sleep,2014,8.1,50044,2,https://www.imdb.com/title/tt2758880/
219,PK,2014,8.1,174388,1,https://www.imdb.com/title/tt2338151/
220,OMG: Oh My God!,2012,8.1,55943,4,https://www.imdb.com/title/tt2283748/
221,The Grand Budapest Hotel,2014,8.1,757624,4,https://www.imdb.com/title/tt2278388/
222,Gone Girl,2014,8.1,922816,2,https://www.imdb.com/title/tt2267998/
223,Wolf Children,2012,8.1,42411,2,https://www.imdb.com/title/tt2140203/
224,Hacksaw Ridge,2016,8.1,477824,2,https://www.imdb.com/title/tt2119532/
225,Inside Out,2015,8.1,663921,2,https://www.imdb.com/title/tt2096673/
226,Barfi!,2012,8.1,79439,1,https://www.imdb.com/title/tt2082197/
227,12 Years a Slave,2013,8.1,671298,4,https://www.imdb.com/title/tt2024544/
228,Rush,2013,8.1,457802,1,https://www.imdb.com/title/tt1979320/
229,Ford v Ferrari,2019,8.1,345736,3,https://www.imdb.com/title/tt1950186/
230,Spotlight,2015,8.1,448107,1,https://www.imdb.com/title/tt1895587/
231,Song of the Sea,2014,8.1,56027,4,https://www.imdb.com/title/tt1865505/
232,Kahaani,2012,8.1,61132,1,https://www.imdb.com/title/tt1821480/
233,Prisoners,2013,8.1,651645,1,https://www.imdb.com/title/tt1392214/
234,Mad Max: Fury Road,2015,8.1,941650,4,https://www.imdb.com/title/tt1392190/
235,Warrior,2011,8.1,453804,1,https://www.imdb.com/title/tt1291584/
236,A Wednesday,2008,8.1,76888,2,https://www.imdb.com/title/tt1280558/
237,Zack Snyder's Justice League,2021,8.1,349675,4,https://www.imdb.com/title/tt12361974/
238,Gran Torino,2008,8.1,748580,2,https://www.imdb.com/title/tt1205489/
239,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,815171,8,https://www.imdb.com/title/tt1201607/
240,Departures,2008,8.1,50832,1,https://www.imdb.com/title/tt1069238/
241,CODA,2021,8.1,27756,1,https://www.imdb.com/title/tt10366460/
242,Hachi: A Dog's Tale,2009,8.1,269937,4,https://www.imdb.com/title/tt1028532/
243,Mary and Max,2009,8.1,172121,3,https://www.imdb.com/title/tt0978762/
244,How to Train Your Dragon,2010,8.1,701482,5,https://www.imdb.com/title/tt0892769/
245,Into the Wild,2007,8.1,600314,3,https://www.imdb.com/title/tt0758758/
246,No Country for Old Men,2007,8.1,914225,5,https://www.imdb.com/title/tt0477348/
247,"Carry On, Munna Bhai",2006,8.1,45640,4,https://www.imdb.com/title/tt0456144/
248,V for Vendetta,2005,8.1,1078630,3,https://www.imdb.com/title/tt0434409/
249,Nobody Knows,2004,8.1,26720,2,https://www.imdb.com/title/tt0408664/
250,Rang De Basanti,2006,8.1,117091,3,https://www.imdb.com/title/tt0405508/
251,Million Dollar Baby,2004,8.1,663378,3,https://www.imdb.com/title/tt0405159/
252,Hotel Rwanda,2004,8.1,346040,2,https://www.imdb.com/title/tt0395169/
253,Before Sunset,2004,8.1,250916,2,https://www.imdb.com/title/tt0381681/
254,Munna Bhai M.B.B.S.,2003,8.1,78684,3,https://www.imdb.com/title/tt0374887/
255,Memories of Murder,2003,8.1,163820,3,https://www.imdb.com/title/tt0353969/
256,Dil Chahta Hai,2001,8.1,70212,3,https://www.imdb.com/title/tt0292490/
257,Kill Bill: Vol. 1,2003,8.1,1058815,4,https://www.imdb.com/title/tt0266697/
258,Finding Nemo,2003,8.1,994006,2,https://www.imdb.com/title/tt0266543/
259,Catch Me If You Can,2002,8.1,903640,5,https://www.imdb.com/title/tt0264464/
260,Amores perros,2000,8.1,233809,2,https://www.imdb.com/title/tt0245712/
261,"Monsters, Inc.",2001,8.1,860691,2,https://www.imdb.com/title/tt0198781/
262,Neon Genesis Evangelion: The End of Evangelion,1997,8.1,48593,7,https://www.imdb.com/title/tt0169858/
263,Lagaan: Once Upon a Time in India,2001,8.1,110186,7,https://www.imdb.com/title/tt0169102/
264,The Sixth Sense,1999,8.1,950744,3,https://www.imdb.com/title/tt0167404/
265,The Celebration,1998,8.1,84211,2,https://www.imdb.com/title/tt0154420/
266,The Legend of 1900,1998,8.1,62111,4,https://www.imdb.com/title/tt0120731/
267,The Truman Show,1998,8.1,1003724,3,https://www.imdb.com/title/tt0120382/
268,"Black Cat, White Cat",1998,8.1,52729,4,https://www.imdb.com/title/tt0118843/
269,The Big Lebowski,1998,8.1,774040,3,https://www.imdb.com/title/tt0118715/
270,In the Mood for Love,2000,8.1,139621,5,https://www.imdb.com/title/tt0118694/
271,Trainspotting,1996,8.1,661883,1,https://www.imdb.com/title/tt0117951/
272,Fargo,1996,8.1,649801,1,https://www.imdb.com/title/tt0116282/
273,Underground,1995,8.1,57300,1,https://www.imdb.com/title/tt0114787/
274,La Haine,1995,8.1,162740,2,https://www.imdb.com/title/tt0113247/
275,Dilwale Dulhania Le Jayenge,1995,8.1,67024,4,https://www.imdb.com/title/tt0112870/
276,Before Sunrise,1995,8.1,290667,2,https://www.imdb.com/title/tt0112471/
277,Three Colors: Red,1994,8.1,99498,3,https://www.imdb.com/title/tt0111495/
278,Chungking Express,1994,8.1,73661,2,https://www.imdb.com/title/tt0109424/
279,Andaz Apna Apna,1994,8.1,52146,3,https://www.imdb.com/title/tt0109117/
280,Jurassic Park,1993,8.1,920643,2,https://www.imdb.com/title/tt0107290/
281,In the Name of the Father,1993,8.1,167680,6,https://www.imdb.com/title/tt0107207/
282,Farewell My Concubine,1993,8.1,27195,3,https://www.imdb.com/title/tt0106332/
283,Raise the Red Lantern,1991,8.1,31535,4,https://www.imdb.com/title/tt0101640/
284,Time of the Gypsies,1988,8.1,29809,4,https://www.imdb.com/title/tt0097223/
285,Dead Poets Society,1989,8.1,456229,3,https://www.imdb.com/title/tt0097165/
286,The Princess Bride,1987,8.1,413308,3,https://www.imdb.com/title/tt0093779/
287,Stand by Me,1986,8.1,383769,3,https://www.imdb.com/title/tt0092005/
288,Platoon,1986,8.1,398720,1,https://www.imdb.com/title/tt0091763/
289,"Paris, Texas",1984,8.1,100970,2,https://www.imdb.com/title/tt0087884/
290,Nausicaä of the Valley of the Wind,1984,8.1,162131,7,https://www.imdb.com/title/tt0087544/
291,Nostalghia,1983,8.1,25827,1,https://www.imdb.com/title/tt0086022/
292,The Thing,1982,8.1,398891,2,https://www.imdb.com/title/tt0084787/
293,Fitzcarraldo,1982,8.1,33757,1,https://www.imdb.com/title/tt0083946/
294,Fanny and Alexander,1982,8.1,61666,3,https://www.imdb.com/title/tt0083922/
295,Blade Runner,1982,8.1,732097,2,https://www.imdb.com/title/tt0083658/
296,The Elephant Man,1980,8.1,232714,3,https://www.imdb.com/title/tt0080678/
297,Stalker,1979,8.1,128193,1,https://www.imdb.com/title/tt0079944/
298,Life of Brian,1979,8.1,385196,3,https://www.imdb.com/title/tt0079470/
299,The Deer Hunter,1978,8.1,327512,3,https://www.imdb.com/title/tt0077416/
300,Rocky,1976,8.1,546160,1,https://www.imdb.com/title/tt0075148/
301,Network,1976,8.1,153705,1,https://www.imdb.com/title/tt0074958/
302,Barry Lyndon,1975,8.1,160314,2,https://www.imdb.com/title/tt0072684/
303,Mirror,1975,8.1,44156,1,https://www.imdb.com/title/tt0072443/
304,Paper Moon,1973,8.1,45121,2,https://www.imdb.com/title/tt0070510/
305,Cries & Whispers,1972,8.1,32798,3,https://www.imdb.com/title/tt0069467/
306,Le Samouraï,1967,8.1,49122,2,https://www.imdb.com/title/tt0062229/
307,Cool Hand Luke,1967,8.1,171536,3,https://www.imdb.com/title/tt0061512/
308,Persona,1966,8.1,112369,1,https://www.imdb.com/title/tt0060827/
309,Andrei Rublev,1966,8.1,51583,2,https://www.imdb.com/title/tt0060107/
310,The Battle of Algiers,1966,8.1,57574,4,https://www.imdb.com/title/tt0058946/
311,The Exterminating Angel,1962,8.1,32181,3,https://www.imdb.com/title/tt0056732/
312,What Ever Happened to Baby Jane?,1962,8.1,53580,6,https://www.imdb.com/title/tt0056687/
313,Sanjuro,1962,8.1,37023,1,https://www.imdb.com/title/tt0056443/
314,The Man Who Shot Liberty Valance,1962,8.1,73364,6,https://www.imdb.com/title/tt0056217/
315,Ivan's Childhood,1962,8.1,34838,2,https://www.imdb.com/title/tt0056111/
316,The Virgin Spring,1960,8.1,28320,3,https://www.imdb.com/title/tt0053976/
317,Inherit the Wind,1960,8.1,29276,3,https://www.imdb.com/title/tt0053946/
318,The 400 Blows,1959,8.1,112784,3,https://www.imdb.com/title/tt0053198/
319,Ben-Hur,1959,8.1,230523,1,https://www.imdb.com/title/tt0052618/
320,The Hidden Fortress,1958,8.1,37695,3,https://www.imdb.com/title/tt0051808/
321,Nights of Cabiria,1957,8.1,46827,3,https://www.imdb.com/title/tt0050783/
322,Throne of Blood,1957,8.1,50319,3,https://www.imdb.com/title/tt0050613/
323,The Bridge on the River Kwai,1957,8.1,213033,6,https://www.imdb.com/title/tt0050212/
324,Rififi,1955,8.1,33024,1,https://www.imdb.com/title/tt0048021/
325,On the Waterfront,1954,8.1,149849,3,https://www.imdb.com/title/tt0047296/
326,Diabolique,1955,8.1,64475,1,https://www.imdb.com/title/tt0046911/
327,The Wages of Fear,1953,8.1,58830,4,https://www.imdb.com/title/tt0046268/
328,Ace in the Hole,1951,8.1,34399,4,https://www.imdb.com/title/tt0043338/
329,White Heat,1949,8.1,31844,2,https://www.imdb.com/title/tt0042041/
330,The Third Man,1949,8.1,166744,3,https://www.imdb.com/title/tt0041959/
331,The Red Shoes,1948,8.1,33459,3,https://www.imdb.com/title/tt0040725/
332,"Rome, Open City",1945,8.1,25445,3,https://www.imdb.com/title/tt0038890/
333,The Best Years of Our Lives,1946,8.1,61491,6,https://www.imdb.com/title/tt0036868/
334,The Shop Around the Corner,1940,8.1,31086,5,https://www.imdb.com/title/tt0033045/
335,Rebecca,1940,8.1,132426,1,https://www.imdb.com/title/tt0032976/
336,The Grapes of Wrath,1940,8.1,89982,4,https://www.imdb.com/title/tt0032551/
337,Mr. Smith Goes to Washington,1939,8.1,112379,5,https://www.imdb.com/title/tt0031679/
338,Gone with the Wind,1939,8.1,303996,4,https://www.imdb.com/title/tt0031381/
339,La Grande Illusion,1937,8.1,35624,3,https://www.imdb.com/title/tt0028950/
340,It Happened One Night,1934,8.1,99903,4,https://www.imdb.com/title/tt0025316/
341,All Quiet on the Western Front,1930,8.1,59869,6,https://www.imdb.com/title/tt0020629/
342,The Passion of Joan of Arc,1928,8.1,52128,6,https://www.imdb.com/title/tt0019254/
343,The Circus,1928,8.1,32623,2,https://www.imdb.com/title/tt0018773/
344,Sunrise,1927,8.1,49958,1,https://www.imdb.com/title/tt0018455/
345,The General,1926,8.1,87847,2,https://www.imdb.com/title/tt0017925/
346,The Cabinet of Dr. Caligari,1920,8.1,61228,5,https://www.imdb.com/title/tt0010323/
347,Badhaai Ho,2018,8.0,31877,2,https://www.imdb.com/title/tt7725596/
348,Super 30,2019,8.0,27780,2,https://www.imdb.com/title/tt7485048/
349,Wolfwalkers,2020,8.0,27261,1,https://www.imdb.com/title/tt5198068/
350,Togo,2019,8.0,44368,1,https://www.imdb.com/title/tt5116302/
351,Airlift,2016,8.0,55598,1,https://www.imdb.com/title/tt4387040/
352,M.S. Dhoni: The Untold Story,2016,8.0,49406,5,https://www.imdb.com/title/tt4169250/
353,Bajrangi Bhaijaan,2015,8.0,82437,2,https://www.imdb.com/title/tt3863552/
354,Baby,2015,8.0,56043,1,https://www.imdb.com/title/tt3848892/
355,La La Land,2016,8.0,546594,3,https://www.imdb.com/title/tt3783958/
356,Lion,2016,8.0,227050,1,https://www.imdb.com/title/tt3741834/
357,The Martian,2015,8.0,806824,2,https://www.imdb.com/title/tt3659388/
358,Zootopia,2016,8.0,465311,1,https://www.imdb.com/title/tt2948356/
359,Baahubali: The Beginning,2015,8.0,109816,3,https://www.imdb.com/title/tt2631186/
360,The Tale of The Princess Kaguya,2013,8.0,43375,6,https://www.imdb.com/title/tt2576852/
361,Wonder,2017,8.0,155269,1,https://www.imdb.com/title/tt2543472/
362,Special 26,2013,8.0,54384,2,https://www.imdb.com/title/tt2377938/
363,Short Term 12,2013,8.0,85738,3,https://www.imdb.com/title/tt2370248/
364,The Raid 2,2014,8.0,119544,3,https://www.imdb.com/title/tt2265171/
365,The Imitation Game,2014,8.0,727208,3,https://www.imdb.com/title/tt2084970/
366,Guardians of the Galaxy,2014,8.0,1108831,4,https://www.imdb.com/title/tt2015381/
367,Blade Runner 2049,2017,8.0,518703,3,https://www.imdb.com/title/tt1856101/
368,Her,2013,8.0,575352,1,https://www.imdb.com/title/tt1798709/
369,The Revenant,2015,8.0,754199,2,https://www.imdb.com/title/tt1663202/
370,Elite Squad 2: The Enemy Within,2010,8.0,81579,6,https://www.imdb.com/title/tt1555149/
371,The King's Speech,2010,8.0,660918,3,https://www.imdb.com/title/tt1504320/
372,The Help,2011,8.0,442221,2,https://www.imdb.com/title/tt1454029/
373,Deadpool,2016,8.0,964513,1,https://www.imdb.com/title/tt1431045/
374,Darbareye Elly,2009,8.0,50805,2,https://www.imdb.com/title/tt1360860/
375,Dev.D,2009,8.0,30026,1,https://www.imdb.com/title/tt1327035/
376,Ip Man,2008,8.0,218595,2,https://www.imdb.com/title/tt1220719/
377,My Name Is Khan,2010,8.0,103478,4,https://www.imdb.com/title/tt1188996/
378,Nefes: Vatan Sagolsun,2009,8.0,33023,3,https://www.imdb.com/title/tt1171701/
379,Slumdog Millionaire,2008,8.0,822751,2,https://www.imdb.com/title/tt1010048/
380,Black Swan,2010,8.0,731332,2,https://www.imdb.com/title/tt0947798/
381,Elite Squad,2007,8.0,101437,2,https://www.imdb.com/title/tt0861739/
382,The Avengers,2012,8.0,1322288,2,https://www.imdb.com/title/tt0848228/
383,Persepolis,2007,8.0,92453,1,https://www.imdb.com/title/tt0808417/
384,Dallas Buyers Club,2013,8.0,466456,3,https://www.imdb.com/title/tt0790636/
385,The Pursuit of Happyness,2006,8.0,480523,4,https://www.imdb.com/title/tt0454921/
386,Blood Diamond,2006,8.0,524935,2,https://www.imdb.com/title/tt0450259/
387,The Bourne Ultimatum,2007,8.0,620129,3,https://www.imdb.com/title/tt0440963/
388,3-Iron,2004,8.0,53547,1,https://www.imdb.com/title/tt0423866/
389,Sin City,2005,8.0,753170,2,https://www.imdb.com/title/tt0401792/
390,The Diving Bell and the Butterfly,2007,8.0,106160,6,https://www.imdb.com/title/tt0401383/
391,Tae Guk Gi: The Brotherhood of War,2004,8.0,39077,7,https://www.imdb.com/title/tt0386064/
392,G.O.R.A.,2004,8.0,60345,1,https://www.imdb.com/title/tt0384116/
393,Ratatouille,2007,8.0,677838,1,https://www.imdb.com/title/tt0382932/
394,Casino Royale,2006,8.0,630939,2,https://www.imdb.com/title/tt0381061/
395,Kill Bill: Vol. 2,2004,8.0,721662,4,https://www.imdb.com/title/tt0378194/
396,The Return,2003,8.0,44566,2,https://www.imdb.com/title/tt0376968/
397,"Spring, Summer, Fall, Winter... and Spring",2003,8.0,81048,6,https://www.imdb.com/title/tt0374546/
398,The Sea Inside,2004,8.0,80233,3,https://www.imdb.com/title/tt0369702/
399,Cinderella Man,2005,8.0,182737,2,https://www.imdb.com/title/tt0352248/
400,Infernal Affairs,2002,8.0,122102,2,https://www.imdb.com/title/tt0338564/
401,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,1053925,10,https://www.imdb.com/title/tt0325980/
402,Big Fish,2003,8.0,429987,2,https://www.imdb.com/title/tt0319061/
403,The Incredibles,2004,8.0,688198,2,https://www.imdb.com/title/tt0317705/
404,My Sassy Girl,2001,8.0,47150,3,https://www.imdb.com/title/tt0293715/
405,Dogville,2003,8.0,144577,1,https://www.imdb.com/title/tt0276919/
406,Vizontele,2001,8.0,35557,1,https://www.imdb.com/title/tt0270053/
407,Donnie Darko,2001,8.0,770701,2,https://www.imdb.com/title/tt0246578/
408,Magnolia,1999,8.0,302341,1,https://www.imdb.com/title/tt0175880/
409,Dancer in the Dark,2000,8.0,106859,4,https://www.imdb.com/title/tt0168629/
410,The Straight Story,1999,8.0,87840,3,https://www.imdb.com/title/tt0166896/
411,Perfect Blue,1997,8.0,67911,2,https://www.imdb.com/title/tt0156887/
412,Central Station,1998,8.0,38564,2,https://www.imdb.com/title/tt0140888/
413,The Iron Giant,1999,8.0,183101,3,https://www.imdb.com/title/tt0129167/
414,Sling Blade,1996,8.0,91906,2,https://www.imdb.com/title/tt0117666/
415,Secrets & Lies,1996,8.0,41714,3,https://www.imdb.com/title/tt0117589/
416,12 Monkeys,1995,8.0,600175,2,https://www.imdb.com/title/tt0114746/
417,Ghost in the Shell,1995,8.0,137338,4,https://www.imdb.com/title/tt0113568/
418,The Nightmare Before Christmas,1993,8.0,319712,4,https://www.imdb.com/title/tt0107688/
419,Groundhog Day,1993,8.0,600159,2,https://www.imdb.com/title/tt0107048/
420,"Blood In, Blood Out",1993,8.0,30332,4,https://www.imdb.com/title/tt0106469/
421,Scent of a Woman,1992,8.0,282161,4,https://www.imdb.com/title/tt0105323/
422,Aladdin,1992,8.0,390840,1,https://www.imdb.com/title/tt0103639/
423,JFK,1991,8.0,150131,1,https://www.imdb.com/title/tt0102138/
424,Beauty and the Beast,1991,8.0,431601,4,https://www.imdb.com/title/tt0101414/
425,Dances with Wolves,1990,8.0,252940,3,https://www.imdb.com/title/tt0099348/
426,Do the Right Thing,1989,8.0,97875,4,https://www.imdb.com/title/tt0097216/
427,Rain Man,1988,8.0,494091,2,https://www.imdb.com/title/tt0095953/
428,Akira,1988,8.0,176608,1,https://www.imdb.com/title/tt0094625/
429,Wings of Desire,1987,8.0,68694,3,https://www.imdb.com/title/tt0093191/
430,Au Revoir les Enfants,1987,8.0,32919,4,https://www.imdb.com/title/tt0092593/
431,Castle in the Sky,1986,8.0,159351,4,https://www.imdb.com/title/tt0092067/
432,The Sacrifice,1986,8.0,27013,2,https://www.imdb.com/title/tt0091670/
433,The Terminator,1984,8.0,826405,2,https://www.imdb.com/title/tt0088247/
434,Pink Floyd: The Wall,1982,8.0,79079,4,https://www.imdb.com/title/tt0084503/
435,Gandhi,1982,8.0,224642,1,https://www.imdb.com/title/tt0083987/
436,Kagemusha,1980,8.0,34565,1,https://www.imdb.com/title/tt0080979/
437,Being There,1979,8.0,70463,2,https://www.imdb.com/title/tt0078841/
438,Annie Hall,1977,8.0,259582,2,https://www.imdb.com/title/tt0075686/
439,All the President's Men,1976,8.0,110789,4,https://www.imdb.com/title/tt0074119/
440,Jaws,1975,8.0,570234,1,https://www.imdb.com/title/tt0073195/
441,Dog Day Afternoon,1975,8.0,247968,3,https://www.imdb.com/title/tt0072890/
442,Young Frankenstein,1974,8.0,153101,2,https://www.imdb.com/title/tt0072431/
443,Papillon,1973,8.0,127194,1,https://www.imdb.com/title/tt0070511/
444,The Exorcist,1973,8.0,382233,2,https://www.imdb.com/title/tt0070047/
445,Solaris,1972,8.0,87790,1,https://www.imdb.com/title/tt0069293/
446,Sleuth,1972,8.0,46766,1,https://www.imdb.com/title/tt0069281/
447,The Last Picture Show,1971,8.0,45550,4,https://www.imdb.com/title/tt0067328/
448,Fiddler on the Roof,1971,8.0,41950,4,https://www.imdb.com/title/tt0067093/
449,The Conformist,1970,8.0,29257,2,https://www.imdb.com/title/tt0065571/
