index,movie_title,movie_year,movie_rating,movie_votes_count,title_word_count,link_url
450,Butch Cassidy and the Sundance Kid,1969,8.0,210485,6,https://www.imdb.com/title/tt0064115/
451,Rosemary's Baby,1968,8.0,206504,2,https://www.imdb.com/title/tt0063522/
452,Planet of the Apes,1968,8.0,173874,4,https://www.imdb.com/title/tt0063442/
453,The Graduate,1967,8.0,265355,2,https://www.imdb.com/title/tt0061722/
454,Who's Afraid of Virginia Woolf?,1966,8.0,73283,5,https://www.imdb.com/title/tt0061184/
455,The Sound of Music,1965,8.0,218275,4,https://www.imdb.com/title/tt0059742/
456,Doctor Zhivago,1965,8.0,73583,2,https://www.imdb.com/title/tt0059113/
457,A Fistful of Dollars,1964,8.0,209031,4,https://www.imdb.com/title/tt0058461/
458,8½,1963,8.0,114539,1,https://www.imdb.com/title/tt0056801/
459,Vivre Sa Vie,1962,8.0,30408,3,https://www.imdb.com/title/tt0056663/
460,The Hustler,1961,8.0,79924,2,https://www.imdb.com/title/tt0054997/
461,La Dolce Vita,1960,8.0,70622,3,https://www.imdb.com/title/tt0053779/
462,Rio Bravo,1959,8.0,59926,2,https://www.imdb.com/title/tt0053221/
463,Anatomy of a Murder,1959,8.0,64111,4,https://www.imdb.com/title/tt0052561/
464,Touch of Evil,1958,8.0,102235,3,https://www.imdb.com/title/tt0052311/
465,Cat on a Hot Tin Roof,1958,8.0,47815,6,https://www.imdb.com/title/tt0051459/
466,Sweet Smell of Success,1957,8.0,30505,4,https://www.imdb.com/title/tt0051036/
467,The Killing,1956,8.0,86628,2,https://www.imdb.com/title/tt0049406/
468,The Night of the Hunter,1955,8.0,86432,5,https://www.imdb.com/title/tt0048424/
469,La Strada,1954,8.0,61429,2,https://www.imdb.com/title/tt0047528/
470,Stalag 17,1953,8.0,54546,2,https://www.imdb.com/title/tt0046359/
471,Roman Holiday,1953,8.0,134447,2,https://www.imdb.com/title/tt0046250/
472,High Noon,1952,8.0,101614,2,https://www.imdb.com/title/tt0044706/
473,A Streetcar Named Desire,1951,8.0,104937,4,https://www.imdb.com/title/tt0044081/
474,Strangers on a Train,1951,8.0,130399,4,https://www.imdb.com/title/tt0044079/
475,In a Lonely Place,1950,8.0,29881,4,https://www.imdb.com/title/tt0042593/
476,Kind Hearts and Coronets,1949,8.0,36403,4,https://www.imdb.com/title/tt0041546/
477,Rope,1948,8.0,137732,1,https://www.imdb.com/title/tt0040746/
478,Out of the Past,1947,8.0,35637,4,https://www.imdb.com/title/tt0039689/
479,Notorious,1946,8.0,98203,1,https://www.imdb.com/title/tt0038787/
480,Brief Encounter,1945,8.0,38563,2,https://www.imdb.com/title/tt0037558/
481,Laura,1944,8.0,45550,1,https://www.imdb.com/title/tt0037008/
482,Arsenic and Old Lace,1943,8.0,69205,4,https://www.imdb.com/title/tt0036613/
483,The Maltese Falcon,1941,8.0,154655,3,https://www.imdb.com/title/tt0033870/
484,The Wizard of Oz,1939,8.0,382527,4,https://www.imdb.com/title/tt0032138/
485,The Rules of the Game,1939,8.0,28201,5,https://www.imdb.com/title/tt0031885/
486,The Thin Man,1934,8.0,28391,3,https://www.imdb.com/title/tt0025878/
487,Battleship Potemkin,1925,8.0,56112,2,https://www.imdb.com/title/tt0015648/
488,Knives Out,2019,7.9,556731,2,https://www.imdb.com/title/tt8946378/
489,Shoplifters,2018,7.9,71188,1,https://www.imdb.com/title/tt8075192/
490,Marriage Story,2019,7.9,280451,2,https://www.imdb.com/title/tt7653254/
491,Hindi Medium,2017,7.9,26655,2,https://www.imdb.com/title/tt5764096/
492,Call Me by Your Name,2017,7.9,244158,5,https://www.imdb.com/title/tt5726616/
493,"I, Daniel Blake",2016,7.9,57746,3,https://www.imdb.com/title/tt5168192/
494,Hidden Figures,2016,7.9,215274,2,https://www.imdb.com/title/tt4846340/
495,Hunt for the Wilderpeople,2016,7.9,122586,4,https://www.imdb.com/title/tt4698684/
496,Captain Fantastic,2016,7.9,208344,2,https://www.imdb.com/title/tt3553976/
497,Sing Street,2016,7.9,90306,2,https://www.imdb.com/title/tt3544112/
498,Thor: Ragnarok,2017,7.9,662907,2,https://www.imdb.com/title/tt3501632/
499,Jojo Rabbit,2019,7.9,348521,2,https://www.imdb.com/title/tt2584384/
500,Arrival,2016,7.9,650965,1,https://www.imdb.com/title/tt2543164/
501,Gully Boy,2019,7.9,36450,2,https://www.imdb.com/title/tt2395469/
502,Before Midnight,2013,7.9,150509,2,https://www.imdb.com/title/tt2209418/
503,X-Men: Days of Future Past,2014,7.9,685249,5,https://www.imdb.com/title/tt1877832/
504,Once Upon a Time in Anatolia,2011,7.9,44982,6,https://www.imdb.com/title/tt1827487/
505,Bohemian Rhapsody,2018,7.9,497874,2,https://www.imdb.com/title/tt1727824/
506,The Perks of Being a Wallflower,2012,7.9,486984,6,https://www.imdb.com/title/tt1659337/
507,The Artist,2011,7.9,237144,2,https://www.imdb.com/title/tt1655442/
508,Edge of Tomorrow,2014,7.9,639848,3,https://www.imdb.com/title/tt1631867/
509,Amour,2012,7.9,97428,1,https://www.imdb.com/title/tt1602620/
510,A Prophet,2009,7.9,96876,2,https://www.imdb.com/title/tt1235166/
511,Let the Right One In,2008,7.9,211933,5,https://www.imdb.com/title/tt1139797/
512,District 9,2009,7.9,660305,2,https://www.imdb.com/title/tt1136608/
513,The Wrestler,2008,7.9,298694,2,https://www.imdb.com/title/tt1125849/
514,Jab We Met,2007,7.9,50779,3,https://www.imdb.com/title/tt1093370/
515,Boyhood,2014,7.9,346517,1,https://www.imdb.com/title/tt1065073/
516,"4 Months, 3 Weeks and 2 Days",2007,7.9,58903,7,https://www.imdb.com/title/tt1032846/
517,Star Trek,2009,7.9,592959,2,https://www.imdb.com/title/tt0796366/
518,In Bruges,2008,7.9,406801,2,https://www.imdb.com/title/tt0780536/
519,The Man from Earth,2007,7.9,182280,4,https://www.imdb.com/title/tt0756683/
520,Letters from Iwo Jima,2006,7.9,159232,4,https://www.imdb.com/title/tt0498380/
521,The Fall,2006,7.9,110351,2,https://www.imdb.com/title/tt0460791/
522,Life of Pi,2012,7.9,605568,3,https://www.imdb.com/title/tt0454876/
523,Fantastic Mr. Fox,2009,7.9,217139,3,https://www.imdb.com/title/tt0432283/
524,C.R.A.Z.Y.,2005,7.9,32177,1,https://www.imdb.com/title/tt0401085/
525,The Chorus,2004,7.9,60084,2,https://www.imdb.com/title/tt0372824/
526,Iron Man,2008,7.9,997278,2,https://www.imdb.com/title/tt0371746/
527,Shaun of the Dead,2004,7.9,536501,4,https://www.imdb.com/title/tt0365748/
528,Kal Ho Naa Ho,2003,7.9,66854,4,https://www.imdb.com/title/tt0347304/
529,Head-On,2004,7.9,53164,1,https://www.imdb.com/title/tt0347048/
530,Mystic River,2003,7.9,441217,2,https://www.imdb.com/title/tt0327056/
531,Harry Potter and the Prisoner of Azkaban,2004,7.9,589979,7,https://www.imdb.com/title/tt0304141/
532,Hero,2002,7.9,178501,1,https://www.imdb.com/title/tt0299977/
533,Millennium Actress,2001,7.9,26205,2,https://www.imdb.com/title/tt0291350/
534,Talk to Her,2002,7.9,109535,3,https://www.imdb.com/title/tt0287467/
535,No Man's Land,2001,7.9,46305,3,https://www.imdb.com/title/tt0283509/
536,Cowboy Bebop: The Movie,2001,7.9,46576,4,https://www.imdb.com/title/tt0275277/
537,The Bourne Identity,2002,7.9,529171,3,https://www.imdb.com/title/tt0258463/
538,Nine Queens,2000,7.9,51721,2,https://www.imdb.com/title/tt0247586/
539,Children of Men,2006,7.9,484097,3,https://www.imdb.com/title/tt0206634/
540,All About My Mother,1999,7.9,93758,4,https://www.imdb.com/title/tt0185125/
541,Almost Famous,2000,7.9,267390,2,https://www.imdb.com/title/tt0181875/
542,Mulholland Drive,2001,7.9,341319,2,https://www.imdb.com/title/tt0166924/
543,Shrek,2001,7.9,644731,1,https://www.imdb.com/title/tt0126029/
544,Toy Story 2,1999,7.9,553910,3,https://www.imdb.com/title/tt0120363/
545,Knockin' on Heaven's Door,1997,7.9,29292,4,https://www.imdb.com/title/tt0119472/
546,Boogie Nights,1997,7.9,253254,2,https://www.imdb.com/title/tt0118749/
547,Whisper of the Heart,1995,7.9,58110,4,https://www.imdb.com/title/tt0113824/
548,Once Were Warriors,1994,7.9,33070,3,https://www.imdb.com/title/tt0110729/
549,True Romance,1993,7.9,219095,2,https://www.imdb.com/title/tt0108399/
550,Three Colors: Blue,1993,7.9,97638,3,https://www.imdb.com/title/tt0108394/
551,Ninja Scroll,1993,7.9,36320,2,https://www.imdb.com/title/tt0107692/
552,Carlito's Way,1993,7.9,210622,2,https://www.imdb.com/title/tt0106519/
553,Edward Scissorhands,1990,7.9,467923,2,https://www.imdb.com/title/tt0099487/
554,My Left Foot,1989,7.9,71993,3,https://www.imdb.com/title/tt0097937/
555,Kiki's Delivery Service,1989,7.9,135401,3,https://www.imdb.com/title/tt0097814/
556,Crimes and Misdemeanors,1989,7.9,56854,3,https://www.imdb.com/title/tt0097123/
557,The Untouchables,1987,7.9,297628,2,https://www.imdb.com/title/tt0094226/
558,Hannah and Her Sisters,1986,7.9,70010,4,https://www.imdb.com/title/tt0091167/
559,Brazil,1985,7.9,196156,1,https://www.imdb.com/title/tt0088846/
560,This Is Spinal Tap,1984,7.9,135871,4,https://www.imdb.com/title/tt0088258/
561,A Christmas Story,1983,7.9,139574,3,https://www.imdb.com/title/tt0085334/
562,The Blues Brothers,1980,7.9,192179,3,https://www.imdb.com/title/tt0080455/
563,Manhattan,1979,7.9,137309,1,https://www.imdb.com/title/tt0079522/
564,All That Jazz,1979,7.9,30367,3,https://www.imdb.com/title/tt0078754/
565,Dawn of the Dead,1978,7.9,117164,4,https://www.imdb.com/title/tt0077402/
566,The Holy Mountain,1973,7.9,40879,3,https://www.imdb.com/title/tt0071615/
567,Amarcord,1973,7.9,42191,1,https://www.imdb.com/title/tt0071129/
568,The Discreet Charm of the Bourgeoisie,1972,7.9,41507,6,https://www.imdb.com/title/tt0068361/
569,"Aguirre, the Wrath of God",1972,7.9,55365,5,https://www.imdb.com/title/tt0068182/
570,Harold and Maude,1971,7.9,75507,3,https://www.imdb.com/title/tt0067185/
571,Patton,1970,7.9,99415,1,https://www.imdb.com/title/tt0066206/
572,The Wild Bunch,1969,7.9,82240,3,https://www.imdb.com/title/tt0065214/
573,Night of the Living Dead,1968,7.9,123880,5,https://www.imdb.com/title/tt0063350/
574,The Lion in Winter,1968,7.9,30595,4,https://www.imdb.com/title/tt0063227/
575,In the Heat of the Night,1967,7.9,71538,6,https://www.imdb.com/title/tt0061811/
576,In Cold Blood,1967,7.9,25753,3,https://www.imdb.com/title/tt0061809/
577,Charade,1963,7.9,73965,1,https://www.imdb.com/title/tt0056923/
578,The Manchurian Candidate,1962,7.9,74043,3,https://www.imdb.com/title/tt0056218/
579,Spartacus,1960,7.9,130935,1,https://www.imdb.com/title/tt0054331/
580,Hiroshima Mon Amour,1959,7.9,30578,3,https://www.imdb.com/title/tt0052893/
581,The Ten Commandments,1956,7.9,67761,3,https://www.imdb.com/title/tt0049833/
582,The Searchers,1956,7.9,86039,2,https://www.imdb.com/title/tt0049730/
583,East of Eden,1955,7.9,44034,3,https://www.imdb.com/title/tt0048028/
584,The Big Heat,1953,7.9,25770,3,https://www.imdb.com/title/tt0045555/
585,Harvey,1950,7.9,54447,1,https://www.imdb.com/title/tt0042546/
586,The Asphalt Jungle,1950,7.9,25818,3,https://www.imdb.com/title/tt0042208/
587,Miracle on 34th Street,1947,7.9,45350,4,https://www.imdb.com/title/tt0039628/
588,The Big Sleep,1946,7.9,83422,3,https://www.imdb.com/title/tt0038355/
589,Beauty and the Beast,1946,7.9,25795,4,https://www.imdb.com/title/tt0038348/
590,The Lost Weekend,1945,7.9,35740,3,https://www.imdb.com/title/tt0037884/
591,Sullivan's Travels,1941,7.9,25635,2,https://www.imdb.com/title/tt0034240/
592,The Philadelphia Story,1940,7.9,66910,3,https://www.imdb.com/title/tt0032904/
593,His Girl Friday,1940,7.9,56735,3,https://www.imdb.com/title/tt0032599/
594,Stagecoach,1939,7.9,46946,1,https://www.imdb.com/title/tt0031971/
595,Bringing Up Baby,1938,7.9,59552,3,https://www.imdb.com/title/tt0029947/
596,The Adventures of Robin Hood,1938,7.9,49593,5,https://www.imdb.com/title/tt0029843/
597,A Night at the Opera,1935,7.9,32064,5,https://www.imdb.com/title/tt0026778/
598,King Kong,1933,7.9,83202,2,https://www.imdb.com/title/tt0024216/
599,Freaks,1932,7.9,44818,1,https://www.imdb.com/title/tt0022913/
600,Nosferatu,1922,7.9,93416,1,https://www.imdb.com/title/tt0013442/
601,The Gentlemen,2019,7.8,289789,2,https://www.imdb.com/title/tt8367814/
602,Badla,2019,7.8,26091,1,https://www.imdb.com/title/tt8130968/
603,Raazi,2018,7.8,28565,1,https://www.imdb.com/title/tt7098658/
604,Sound of Metal,2019,7.8,110667,3,https://www.imdb.com/title/tt5363618/
605,Isle of Dogs,2018,7.8,156031,3,https://www.imdb.com/title/tt5104604/
606,Dunkirk,2017,7.8,607650,1,https://www.imdb.com/title/tt5013056/
607,Perfect Strangers,2016,7.8,61759,2,https://www.imdb.com/title/tt4901306/
608,Paddington 2,2017,7.8,69240,2,https://www.imdb.com/title/tt4468740/
609,Udta Punjab,2016,7.8,29168,2,https://www.imdb.com/title/tt4434004/
610,Kubo and the Two Strings,2016,7.8,124610,5,https://www.imdb.com/title/tt4302938/
611,Manchester by the Sea,2016,7.8,265780,4,https://www.imdb.com/title/tt4034228/
612,Land of Mine,2015,7.8,39217,3,https://www.imdb.com/title/tt3841424/
613,Rogue One: A Star Wars Story,2016,7.8,588019,6,https://www.imdb.com/title/tt3748528/
614,Captain America: Civil War,2016,7.8,722537,4,https://www.imdb.com/title/tt3498820/
615,The Hateful Eight,2015,7.8,560343,3,https://www.imdb.com/title/tt3460252/
616,Little Women,2019,7.8,174653,2,https://www.imdb.com/title/tt3281548/
617,Loving Vincent,2017,7.8,55149,2,https://www.imdb.com/title/tt3262342/
618,Pride,2014,7.8,54789,1,https://www.imdb.com/title/tt3169706/
619,Nightcrawler,2014,7.8,504611,1,https://www.imdb.com/title/tt2872718/
620,Star Wars: Episode VII - The Force Awakens,2015,7.8,892511,8,https://www.imdb.com/title/tt2488496/
621,The Great Beauty,2013,7.8,85842,3,https://www.imdb.com/title/tt2358891/
622,The Lunchbox,2013,7.8,53967,2,https://www.imdb.com/title/tt2350496/
623,Vicky Donor,2012,7.8,41935,2,https://www.imdb.com/title/tt2317337/
624,Big Hero 6,2014,7.8,435082,3,https://www.imdb.com/title/tt2245084/
625,Kai Po Che,2013,7.8,35739,3,https://www.imdb.com/title/tt2213054/
626,About Time,2013,7.8,327504,2,https://www.imdb.com/title/tt2194499/
627,English Vinglish,2012,7.8,35320,2,https://www.imdb.com/title/tt2181931/
628,The Wind Rises,2013,7.8,80369,3,https://www.imdb.com/title/tt2013293/
629,The Best Offer,2013,7.8,114638,3,https://www.imdb.com/title/tt1924396/
630,Moonrise Kingdom,2012,7.8,335763,2,https://www.imdb.com/title/tt1748122/
631,How to Train Your Dragon 2,2014,7.8,320098,6,https://www.imdb.com/title/tt1646971/
632,The Big Short,2015,7.8,397878,3,https://www.imdb.com/title/tt1596363/
633,I Saw the Devil,2010,7.8,122186,4,https://www.imdb.com/title/tt1588170/
634,The Girl with the Dragon Tattoo,2011,7.8,445768,6,https://www.imdb.com/title/tt1568346/
635,Captain Phillips,2013,7.8,441909,2,https://www.imdb.com/title/tt1535109/
636,The Man from Nowhere,2010,7.8,67138,4,https://www.imdb.com/title/tt1527788/
637,Straight Outta Compton,2015,7.8,191149,3,https://www.imdb.com/title/tt1398426/
638,The Irishman,2019,7.8,358321,2,https://www.imdb.com/title/tt1302006/
639,Mother,2009,7.8,59811,1,https://www.imdb.com/title/tt1216496/
640,The Chaser,2008,7.8,63254,2,https://www.imdb.com/title/tt1190539/
641,Moon,2009,7.8,348286,1,https://www.imdb.com/title/tt1182345/
642,The Hobbit: The Desolation of Smaug,2013,7.8,628382,6,https://www.imdb.com/title/tt1170358/
643,The White Ribbon,2009,7.8,71737,3,https://www.imdb.com/title/tt1149362/
644,The Girl with the Dragon Tattoo,2009,7.8,213644,6,https://www.imdb.com/title/tt1132620/
645,Skyfall,2012,7.8,672362,1,https://www.imdb.com/title/tt1074638/
646,The Trial of the Chicago 7,2020,7.8,162790,6,https://www.imdb.com/title/tt1070874/
647,Another Round,2020,7.8,121404,2,https://www.imdb.com/title/tt10288566/
648,The Fighter,2010,7.8,354177,2,https://www.imdb.com/title/tt0964517/
649,Taken,2008,7.8,584874,1,https://www.imdb.com/title/tt0936501/
650,The Boy in the Striped Pajamas,2008,7.8,205443,6,https://www.imdb.com/title/tt0914798/
651,Once,2007,7.8,114215,1,https://www.imdb.com/title/tt0907657/
652,The Hobbit: An Unexpected Journey,2012,7.8,787815,5,https://www.imdb.com/title/tt0903624/
653,The Edge of Heaven,2007,7.8,31687,4,https://www.imdb.com/title/tt0880502/
654,Atonement,2007,7.8,266261,1,https://www.imdb.com/title/tt0783233/
655,Drive,2011,7.8,602521,1,https://www.imdb.com/title/tt0780504/
656,American Gangster,2007,7.8,411010,2,https://www.imdb.com/title/tt0765429/
657,Avatar,2009,7.8,1167928,1,https://www.imdb.com/title/tt0499549/
658,Mr. Nobody,2009,7.8,226245,2,https://www.imdb.com/title/tt0485947/
659,Apocalypto,2006,7.8,302410,1,https://www.imdb.com/title/tt0472043/
660,Little Miss Sunshine,2006,7.8,459148,3,https://www.imdb.com/title/tt0449059/
661,Hot Fuzz,2007,7.8,486858,2,https://www.imdb.com/title/tt0425112/
662,The Curious Case of Benjamin Button,2008,7.8,620989,6,https://www.imdb.com/title/tt0421715/
663,Veer-Zaara,2004,7.8,51442,1,https://www.imdb.com/title/tt0420332/
664,Adam's Apples,2005,7.8,48900,2,https://www.imdb.com/title/tt0418455/
665,Pride & Prejudice,2005,7.8,277933,3,https://www.imdb.com/title/tt0414387/
666,The World's Fastest Indian,2005,7.8,53721,4,https://www.imdb.com/title/tt0412080/
667,Tokyo Godfathers,2003,7.8,35587,2,https://www.imdb.com/title/tt0388473/
668,Serenity,2005,7.8,290725,1,https://www.imdb.com/title/tt0379786/
669,Walk the Line,2005,7.8,243480,3,https://www.imdb.com/title/tt0358273/
670,Evil,2003,7.8,37063,1,https://www.imdb.com/title/tt0338309/
671,The Notebook,2004,7.8,546412,2,https://www.imdb.com/title/tt0332280/
672,The Motorcycle Diaries,2004,7.8,99651,3,https://www.imdb.com/title/tt0318462/
673,Lilya 4-Ever,2002,7.8,44607,2,https://www.imdb.com/title/tt0300140/
674,The Triplets of Belleville,2003,7.8,53513,4,https://www.imdb.com/title/tt0286244/
675,Joint Security Area,2000,7.8,28775,3,https://www.imdb.com/title/tt0260991/
676,Waking Life,2001,7.8,62858,2,https://www.imdb.com/title/tt0243017/
677,Remember the Titans,2000,7.8,206994,3,https://www.imdb.com/title/tt0210945/
678,"Crouching Tiger, Hidden Dragon",2000,7.8,262524,4,https://www.imdb.com/title/tt0190332/
679,Cast Away,2000,7.8,560739,2,https://www.imdb.com/title/tt0162222/
680,The Insider,1999,7.8,167086,2,https://www.imdb.com/title/tt0140352/
681,October Sky,1999,7.8,87784,2,https://www.imdb.com/title/tt0132477/
682,Titanic,1997,7.8,1108452,1,https://www.imdb.com/title/tt0120338/
683,Taste of Cherry,1997,7.8,28104,3,https://www.imdb.com/title/tt0120265/
684,Fireworks,1997,7.8,29609,1,https://www.imdb.com/title/tt0119250/
685,Gattaca,1997,7.8,292664,1,https://www.imdb.com/title/tt0119177/
686,Breaking the Waves,1996,7.8,65193,3,https://www.imdb.com/title/tt0115751/
687,Ed Wood,1994,7.8,171870,2,https://www.imdb.com/title/tt0109707/
688,Tombstone,1993,7.8,138239,1,https://www.imdb.com/title/tt0108358/
689,The Sandlot,1993,7.8,86011,2,https://www.imdb.com/title/tt0108037/
690,The Remains of the Day,1993,7.8,70884,5,https://www.imdb.com/title/tt0107943/
691,Naked,1993,7.8,37693,1,https://www.imdb.com/title/tt0107653/
692,The Fugitive,1993,7.8,282105,2,https://www.imdb.com/title/tt0106977/
693,A Bronx Tale,1993,7.8,135517,3,https://www.imdb.com/title/tt0106489/
694,Batman: Mask of the Phantasm,1993,7.8,47235,5,https://www.imdb.com/title/tt0106364/
695,Hard Boiled,1992,7.8,49096,2,https://www.imdb.com/title/tt0104684/
696,The Double Life of Véronique,1991,7.8,46253,5,https://www.imdb.com/title/tt0101765/
697,Boyz n the Hood,1991,7.8,134709,4,https://www.imdb.com/title/tt0101507/
698,Dreams,1990,7.8,25562,1,https://www.imdb.com/title/tt0100998/
699,Misery,1990,7.8,198160,1,https://www.imdb.com/title/tt0100157/
700,Awakenings,1990,7.8,134866,1,https://www.imdb.com/title/tt0099077/
701,Glory,1989,7.8,130958,1,https://www.imdb.com/title/tt0097441/
702,The Killer,1989,7.8,47412,2,https://www.imdb.com/title/tt0097202/
703,Back to the Future Part II,1989,7.8,506893,6,https://www.imdb.com/title/tt0096874/
704,Mississippi Burning,1988,7.8,96044,2,https://www.imdb.com/title/tt0095647/
705,Predator,1987,7.8,391542,1,https://www.imdb.com/title/tt0093773/
706,Ferris Bueller's Day Off,1986,7.8,339843,4,https://www.imdb.com/title/tt0091042/
707,The Goonies,1985,7.8,259207,2,https://www.imdb.com/title/tt0089218/
708,The Color Purple,1985,7.8,83222,3,https://www.imdb.com/title/tt0088939/
709,The Breakfast Club,1985,7.8,376714,3,https://www.imdb.com/title/tt0088847/
710,The Killing Fields,1984,7.8,54235,3,https://www.imdb.com/title/tt0087553/
711,Ghostbusters,1984,7.8,387706,1,https://www.imdb.com/title/tt0087332/
712,The Right Stuff,1983,7.8,59926,3,https://www.imdb.com/title/tt0086197/
713,The King of Comedy,1982,7.8,97689,4,https://www.imdb.com/title/tt0085794/
714,E.T. the Extra-Terrestrial,1982,7.8,391142,3,https://www.imdb.com/title/tt0083866/
715,Kramer vs. Kramer,1979,7.8,140347,3,https://www.imdb.com/title/tt0079417/
716,Days of Heaven,1978,7.8,56183,3,https://www.imdb.com/title/tt0077405/
717,The Outlaw Josey Wales,1976,7.8,70832,4,https://www.imdb.com/title/tt0075029/
718,The Man Who Would Be King,1975,7.8,47590,6,https://www.imdb.com/title/tt0073341/
719,The Conversation,1974,7.8,107107,2,https://www.imdb.com/title/tt0071360/
720,Fantastic Planet,1973,7.8,28867,2,https://www.imdb.com/title/tt0070544/
721,The Day of the Jackal,1973,7.8,39634,5,https://www.imdb.com/title/tt0069947/
722,Badlands,1973,7.8,70551,1,https://www.imdb.com/title/tt0069762/
723,Cabaret,1972,7.8,52586,1,https://www.imdb.com/title/tt0068327/
724,Willy Wonka & the Chocolate Factory,1971,7.8,191165,6,https://www.imdb.com/title/tt0067992/
725,Midnight Cowboy,1969,7.8,107476,2,https://www.imdb.com/title/tt0064665/
726,Wait Until Dark,1967,7.8,29670,3,https://www.imdb.com/title/tt0062467/
727,Guess Who's Coming to Dinner,1967,7.8,42624,5,https://www.imdb.com/title/tt0061735/
728,Bonnie and Clyde,1967,7.8,109092,3,https://www.imdb.com/title/tt0061418/
729,The Umbrellas of Cherbourg,1964,7.8,26168,4,https://www.imdb.com/title/tt0058450/
730,My Fair Lady,1964,7.8,91798,3,https://www.imdb.com/title/tt0058385/
731,Mary Poppins,1964,7.8,165659,2,https://www.imdb.com/title/tt0058331/
732,The Longest Day,1962,7.8,54310,3,https://www.imdb.com/title/tt0056197/
733,Jules and Jim,1962,7.8,40041,3,https://www.imdb.com/title/tt0055032/
734,The Innocents,1961,7.8,29273,2,https://www.imdb.com/title/tt0055018/
735,L'Avventura,1960,7.8,28547,1,https://www.imdb.com/title/tt0053619/
736,Breathless,1960,7.8,78179,1,https://www.imdb.com/title/tt0053472/
737,The Quiet Man,1952,7.8,37121,3,https://www.imdb.com/title/tt0045061/
738,The African Queen,1951,7.8,76634,3,https://www.imdb.com/title/tt0043265/
739,Red River,1948,7.8,30097,2,https://www.imdb.com/title/tt0040724/
740,Key Largo,1948,7.8,39452,2,https://www.imdb.com/title/tt0040506/
741,To Have and Have Not,1944,7.8,33371,5,https://www.imdb.com/title/tt0037382/
742,Gaslight,1944,7.8,27040,1,https://www.imdb.com/title/tt0036855/
743,Shadow of a Doubt,1943,7.8,63285,4,https://www.imdb.com/title/tt0036342/
744,The Lady Vanishes,1938,7.8,50742,3,https://www.imdb.com/title/tt0030341/
745,The Bride of Frankenstein,1935,7.8,46676,4,https://www.imdb.com/title/tt0026138/
746,Duck Soup,1933,7.8,59087,2,https://www.imdb.com/title/tt0023969/
747,Scarface,1932,7.8,27119,1,https://www.imdb.com/title/tt0023427/
748,Frankenstein,1931,7.8,69811,1,https://www.imdb.com/title/tt0021884/
749,The Mitchells vs the Machines,2021,7.7,80824,5,https://www.imdb.com/title/tt7979580/
750,Roma,2018,7.7,150524,1,https://www.imdb.com/title/tt6155172/
751,God's Own Country,2017,7.7,28676,3,https://www.imdb.com/title/tt5635086/
752,Deadpool 2,2018,7.7,530121,2,https://www.imdb.com/title/tt5463162/
753,Wind River,2017,7.7,230406,2,https://www.imdb.com/title/tt5362988/
754,The Salesman,2016,7.7,57145,2,https://www.imdb.com/title/tt5186714/
755,Get Out,2017,7.7,541062,2,https://www.imdb.com/title/tt5052448/
756,Mission: Impossible - Fallout,2018,7.7,312029,4,https://www.imdb.com/title/tt4912910/
757,A Man Called Ove,2015,7.7,51686,4,https://www.imdb.com/title/tt4080728/
758,What We Do in the Shadows,2014,7.7,172362,6,https://www.imdb.com/title/tt3416742/
759,When Marnie Was There,2014,7.7,37333,4,https://www.imdb.com/title/tt3398268/
760,The Theory of Everything,2014,7.7,429049,4,https://www.imdb.com/title/tt2980516/
761,Kingsman: The Secret Service,2014,7.7,624621,4,https://www.imdb.com/title/tt2802144/
762,The Fault in Our Stars,2014,7.7,361008,5,https://www.imdb.com/title/tt2582846/
763,Me and Earl and the Dying Girl,2015,7.7,128214,7,https://www.imdb.com/title/tt2582496/
764,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,606629,7,https://www.imdb.com/title/tt2562232/
765,The Past,2013,7.7,47739,2,https://www.imdb.com/title/tt2404461/
766,Blue Is the Warmest Colour,2013,7.7,146226,5,https://www.imdb.com/title/tt2278871/
767,The Broken Circle Breakdown,2012,7.7,40595,4,https://www.imdb.com/title/tt2024519/
768,Toy Story 4,2019,7.7,227856,3,https://www.imdb.com/title/tt1979376/
769,Captain America: The Winter Soldier,2014,7.7,789573,5,https://www.imdb.com/title/tt1843866/
770,Rockstar,2011,7.7,42577,1,https://www.imdb.com/title/tt1839596/
771,Nebraska,2013,7.7,115958,1,https://www.imdb.com/title/tt1821549/
772,Wreck-It Ralph,2012,7.7,400729,2,https://www.imdb.com/title/tt1772341/
773,The Little Prince,2015,7.7,59960,3,https://www.imdb.com/title/tt1754656/
774,Detachment,2011,7.7,81752,1,https://www.imdb.com/title/tt1683526/
775,Midnight in Paris,2011,7.7,406881,3,https://www.imdb.com/title/tt1605783/
776,Confessions,2010,7.7,37824,1,https://www.imdb.com/title/tt1590089/
777,The Lego Movie,2014,7.7,338313,3,https://www.imdb.com/title/tt1490017/
778,Gravity,2013,7.7,798328,1,https://www.imdb.com/title/tt1454468/
779,Star Trek Into Darkness,2013,7.7,474757,4,https://www.imdb.com/title/tt1408101/
780,Beasts of No Nation,2015,7.7,78612,4,https://www.imdb.com/title/tt1365050/
781,The Social Network,2010,7.7,663049,3,https://www.imdb.com/title/tt1285016/
782,X: First Class,2011,7.7,668162,3,https://www.imdb.com/title/tt1270798/
783,The Hangover,2009,7.7,750592,2,https://www.imdb.com/title/tt1119646/
